annee;date;site;pontes;pontes_correction;traces;mission;modalite;nb_ilots;comptage;date_debut;date_fin;nb_jours
2017;01/10/2017-21/10/2017;GLS_outseason;0;0;0;100;out_season;24;1;01/10/2017;21/10/2017;20
2017;22/10/2017-12/11/2017;GLS_outseason;0;0;0;101;out_season;24;1;22/10/2017;12/11/2017;21
2017;13/11/2017-04/12/2017;atire;7;10;10;1;rapproche;1;0;13/11/2017;04/12/2017;21
2017;13/11/2017-04/12/2017;gi;5;7;7;1;rapproche;1;0;13/11/2017;04/12/2017;21
2017;13/11/2017-04/12/2017;ieroue;0;0;0;1;rapproche;1;0;13/11/2017;04/12/2017;21
2017;14/11/2017-05/12/2017;kouare;3;4;4;1;rapproche;1;0;14/11/2017;05/12/2017;21
2017;14/11/2017-05/12/2017;nda;5;7;6;1;rapproche;1;0;14/11/2017;05/12/2017;21
2017;13/11/2017-04/12/2017;nge;4;5;8;1;rapproche;1;0;13/11/2017;04/12/2017;21
2017;14/11/2017-05/12/2017;redika;2;3;6;1;rapproche;1;0;14/11/2017;05/12/2017;21
2017;14/11/2017-05/12/2017;tere;1;1;2;1;rapproche;1;0;14/11/2017;05/12/2017;21
2017;13/11/2017-04/12/2017;ua;0;0;0;1;rapproche;1;0;13/11/2017;04/12/2017;21
2017;13/11/2017-04/12/2017;uaterembi;3;4;5;1;rapproche;1;0;13/11/2017;04/12/2017;21
2017;13/11/2017-04/12/2017;vua;2;3;3;1;rapproche;1;0;13/11/2017;04/12/2017;21
2017;05/12/2017-21/12/2017;atire;10;13;15;2;rapproche;1;1;05/12/2017;21/12/2017;16
2017;05/12/2017-22/12/2017;gi;6;8;13;2;rapproche;1;1;05/12/2017;22/12/2017;17
2017;05/12/2017-21/12/2017;ieroue;2;3;2;2;rapproche;1;1;05/12/2017;21/12/2017;16
2017;06/12/2017-22/12/2017;kouare;4;5;9;2;rapproche;1;1;06/12/2017;22/12/2017;16
2017;06/12/2017-22/12/2017;nda;5;6;17;2;rapproche;1;1;06/12/2017;22/12/2017;16
2017;05/12/2017-21/12/2017;nge;3;4;6;2;rapproche;1;1;05/12/2017;21/12/2017;16
2017;06/12/2017-21/12/2017;redika;3;4;3;2;rapproche;1;1;06/12/2017;21/12/2017;15
2017;06/12/2017-22/12/2017;tere;0;0;0;2;rapproche;1;1;06/12/2017;22/12/2017;16
2017;05/12/2017-22/12/2017;ua;3;4;8;2;rapproche;1;1;05/12/2017;22/12/2017;17
2017;05/12/2017-21/12/2017;uaterembi;1;1;9;2;rapproche;1;1;05/12/2017;21/12/2017;16
2017;05/12/2017-21/12/2017;vua;2;3;2;2;rapproche;1;1;05/12/2017;21/12/2017;16
2017;23/12/2017-05/01/2018;gi;7;8;9;3;rapproche;1;1;23/12/2017;05/01/2018;13
2017;23/12/2017-05/01/2018;nda;4;5;4;3;rapproche;1;1;23/12/2017;05/01/2018;13
2017;22/12/2017-05/01/2018;nge;2;2;4;3;rapproche;1;1;22/12/2017;05/01/2018;14
2017;23/12/2017-05/01/2018;tere;0;0;0;3;rapproche;1;1;23/12/2017;05/01/2018;13
2017;23/12/2017-05/01/2018;ua;0;0;0;3;rapproche;1;1;23/12/2017;05/01/2018;13
2017;22/12/2017-05/01/2018;uaterembi;10;12;15;3;rapproche;1;1;22/12/2017;05/01/2018;14
2017;22/12/2017-09/01/2018;atire;12;16;21;3;rapproche;1;1;22/12/2017;09/01/2018;18
2017;22/12/2017-09/01/2018;ieroue;2;3;2;3;rapproche;1;1;22/12/2017;09/01/2018;18
2017;23/12/2017-09/01/2018;kouare;0;0;0;3;rapproche;1;1;23/12/2017;09/01/2018;17
2017;22/12/2017-09/01/2018;redika;14;18;21;3;rapproche;1;1;22/12/2017;09/01/2018;18
2017;22/12/2017-09/01/2018;vua;6;8;8;3;rapproche;1;1;22/12/2017;09/01/2018;18
2017;02/02/2018-23/02/2018;atire;2;3;2;5;rapproche;1;0;02/02/2018;23/02/2018;21
2017;01/02/2018-22/02/2018;gi;5;7;6;5;rapproche;1;0;01/02/2018;22/02/2018;21
2017;02/02/2018-23/02/2018;ieroue;2;3;2;5;rapproche;1;0;02/02/2018;23/02/2018;21
2017;01/02/2018-22/02/2018;kouare;0;0;0;5;rapproche;1;0;01/02/2018;22/02/2018;21
2017;01/02/2018-22/02/2018;nda;2;3;4;5;rapproche;1;0;01/02/2018;22/02/2018;21
2017;01/02/2018-22/02/2018;nge;0;0;0;5;rapproche;1;0;01/02/2018;22/02/2018;21
2017;02/02/2018-23/02/2018;redika;4;5;8;5;rapproche;1;0;02/02/2018;23/02/2018;21
2017;01/02/2018-22/02/2018;tere;1;1;1;5;rapproche;1;0;01/02/2018;22/02/2018;21
2017;01/02/2018-22/02/2018;ua;0;0;0;5;rapproche;1;0;01/02/2018;22/02/2018;21
2017;02/02/2018-23/02/2018;uaterembi;3;4;4;5;rapproche;1;0;02/02/2018;23/02/2018;21
2017;02/02/2018-23/02/2018;vua;2;3;2;5;rapproche;1;0;02/02/2018;23/02/2018;21
2017;24/02/2018-14/03/2018;atire;1;1;1;6;rapproche;1;1;24/02/2018;14/03/2018;18
2017;23/02/2018-14/03/2018;gi;0;0;0;6;rapproche;1;1;23/02/2018;14/03/2018;19
2017;24/02/2018-14/03/2018;ieroue;0;0;0;6;rapproche;1;1;24/02/2018;14/03/2018;18
2017;23/02/2018-14/03/2018;kouare;0;0;0;6;rapproche;1;1;23/02/2018;14/03/2018;19
2017;23/02/2018-13/03/2018;nda;2;3;2;6;rapproche;1;1;23/02/2018;13/03/2018;18
2017;23/02/2018-13/03/2018;nge;1;1;1;6;rapproche;1;1;23/02/2018;13/03/2018;18
2017;24/02/2018-14/03/2018;redika;2;3;2;6;rapproche;1;1;24/02/2018;14/03/2018;18
2017;23/02/2018-14/03/2018;tere;0;0;0;6;rapproche;1;1;23/02/2018;14/03/2018;19
2017;23/02/2018-14/03/2018;ua;0;0;0;6;rapproche;1;1;23/02/2018;14/03/2018;19
2017;24/02/2018-13/03/2018;uaterembi;1;1;1;6;rapproche;1;1;24/02/2018;13/03/2018;17
2017;24/02/2018-14/03/2018;vua;0;0;0;6;rapproche;1;1;24/02/2018;14/03/2018;18
2017;01/05/2018-22/05/2018;GLS_outseason;0;0;0;102;out_season;24;1;01/05/2018;22/05/2018;21
2017;23/05/2018-13/06/2018;GLS_outseason;0;0;0;103;out_season;24;1;23/05/2018;13/06/2018;21
2017;13/11/2017-05/12/2017;RAPPROCHE_all;32;45;51;1;rapproche;11;0;13/11/2017;05/12/2017;22
2017;06/12/2017-22/12/2017;RAPPROCHE_all;39;49;84;2;rapproche;11;1;06/12/2017;22/12/2017;16
2017;23/12/2017-09/01/2018;RAPPROCHE_all;57;73;84;3;rapproche;11;1;23/12/2017;09/01/2018;17
2017;01/02/2018-23/02/2018;RAPPROCHE_all;21;29;29;5;rapproche;11;0;01/02/2018;23/02/2018;22
2017;24/02/2018-14/03/2018;RAPPROCHE_all;7;9;7;6;rapproche;11;1;24/02/2018;14/03/2018;18
2018;31/10/2018-21/11/2018;atire;1;1;2;1;rapproche;1;0;31/10/2018;21/11/2018;21
2018;22/11/2018-29/11/2018;atire;3;3;4;2;rapproche;1;1;22/11/2018;29/11/2018;7
2018;30/11/2018-21/12/2018;atire;12;16;16;3;rapproche;1;1;30/11/2018;21/12/2018;21
2018;22/12/2018-09/01/2019;atire;10;13;21;4;rapproche;1;1;22/12/2018;09/01/2019;18
2018;01/11/2018-22/11/2018;gi;1;1;1;1;rapproche;1;0;01/11/2018;22/11/2018;21
2018;23/11/2018-28/11/2018;gi;4;4;7;2;rapproche;1;1;23/11/2018;28/11/2018;5
2018;30/11/2018-21/12/2018;gi;9;12;14;3;rapproche;1;0;30/11/2018;21/12/2018;21
2018;22/12/2018-10/01/2019;gi;11;15;18;4;rapproche;1;1;22/12/2018;10/01/2019;19
2018;01/10/2018-08/10/2018;GLS_outseason;0;0;0;100;out_season;24;1;01/10/2018;08/10/2018;7
2018;09/10/2018-30/10/2018;GLS_outseason;0;0;0;101;out_season;24;1;09/10/2018;30/10/2018;21
2018;01/05/2019-22/05/2019;GLS_outseason;0;0;0;102;out_season;24;1;01/05/2019;22/05/2019;21
2018;23/05/2019-13/06/2019;GLS_outseason;0;0;0;103;out_season;24;1;23/05/2019;13/06/2019;21
2018;01/11/2018-22/11/2018;ieroue;1;1;2;1;rapproche;1;0;01/11/2018;22/11/2018;21
2018;23/11/2018-28/11/2018;ieroue;0;0;0;2;rapproche;1;1;23/11/2018;28/11/2018;5
2018;29/11/2018-20/12/2018;ieroue;1;1;3;3;rapproche;1;1;29/11/2018;20/12/2018;21
2018;21/12/2018-10/01/2019;ieroue;0;0;0;4;rapproche;1;1;21/12/2018;10/01/2019;20
2018;31/10/2018-21/11/2018;kouare;0;0;0;1;rapproche;1;0;31/10/2018;21/11/2018;21
2018;22/11/2018-28/11/2018;kouare;1;1;3;2;rapproche;1;1;22/11/2018;28/11/2018;6
2018;30/11/2018-21/12/2018;kouare;7;10;18;3;rapproche;1;0;30/11/2018;21/12/2018;21
2018;22/12/2018-03/01/2019;kouare;3;3;7;4;rapproche;1;1;22/12/2018;03/01/2019;12
2018;31/10/2018-21/11/2018;nda;1;1;2;1;rapproche;1;0;31/10/2018;21/11/2018;21
2018;22/11/2018-29/11/2018;nda;0;0;1;2;rapproche;1;1;22/11/2018;29/11/2018;7
2018;30/11/2018-20/12/2018;nda;1;1;1;3;rapproche;1;1;30/11/2018;20/12/2018;20
2018;21/12/2018-09/01/2019;nda;2;3;6;4;rapproche;1;1;21/12/2018;09/01/2019;19
2018;31/10/2018-21/11/2018;nge;3;4;12;1;rapproche;1;0;31/10/2018;21/11/2018;21
2018;22/11/2018-29/11/2018;nge;5;5;13;2;rapproche;1;1;22/11/2018;29/11/2018;7
2018;30/11/2018-20/12/2018;nge;5;7;12;3;rapproche;1;1;30/11/2018;20/12/2018;20
2018;21/12/2018-09/01/2019;nge;14;19;24;4;rapproche;1;1;21/12/2018;09/01/2019;19
2018;31/10/2018-21/11/2018;redika;0;0;0;1;rapproche;1;0;31/10/2018;21/11/2018;21
2018;22/11/2018-28/11/2018;redika;1;1;1;2;rapproche;1;1;22/11/2018;28/11/2018;6
2018;29/11/2018-20/12/2018;redika;3;4;5;3;rapproche;1;1;29/11/2018;20/12/2018;21
2018;21/12/2018-10/01/2019;redika;5;7;11;4;rapproche;1;1;21/12/2018;10/01/2019;20
2018;31/10/2018-21/11/2018;ua;0;0;0;1;rapproche;1;0;31/10/2018;21/11/2018;21
2018;22/11/2018-28/11/2018;ua;0;0;0;2;rapproche;1;1;22/11/2018;28/11/2018;6
2018;29/11/2018-20/12/2018;ua;1;1;1;3;rapproche;1;1;29/11/2018;20/12/2018;21
2018;31/10/2018-21/11/2018;uaterembi;0;0;0;1;rapproche;1;0;31/10/2018;21/11/2018;21
2018;22/11/2018-28/11/2018;uaterembi;1;1;3;2;rapproche;1;1;22/11/2018;28/11/2018;6
2018;29/11/2018-20/12/2018;uaterembi;2;3;4;3;rapproche;1;1;29/11/2018;20/12/2018;21
2018;21/12/2018-09/01/2019;uaterembi;5;7;12;4;rapproche;1;1;21/12/2018;09/01/2019;19
2018;31/10/2018-21/11/2018;uatio;1;1;1;1;rapproche;1;0;31/10/2018;21/11/2018;21
2018;22/11/2018-28/11/2018;uatio;3;3;4;2;rapproche;1;1;22/11/2018;28/11/2018;6
2018;29/11/2018-20/12/2018;uatio;2;3;8;3;rapproche;1;1;29/11/2018;20/12/2018;21
2018;21/12/2018-10/01/2019;uatio;6;8;11;4;rapproche;1;1;21/12/2018;10/01/2019;20
2018;31/10/2018-21/11/2018;vua;0;0;0;1;rapproche;1;0;31/10/2018;21/11/2018;21
2018;22/11/2018-28/11/2018;vua;1;1;2;2;rapproche;1;1;22/11/2018;28/11/2018;6
2018;29/11/2018-20/12/2018;vua;4;5;8;3;rapproche;1;1;29/11/2018;20/12/2018;21
2018;21/12/2018-09/01/2019;vua;9;12;11;4;rapproche;1;1;21/12/2018;09/01/2019;19
2018;02/01/2019-23/01/2019;amere;10;14;14;6;ponctuel;1;0;02/01/2019;23/01/2019;21
2018;02/01/2019-23/01/2019;du ami;1;1;2;6;ponctuel;1;0;02/01/2019;23/01/2019;21
2018;02/01/2019-23/01/2019;kie;19;26;20;6;ponctuel;1;0;02/01/2019;23/01/2019;21
2018;03/01/2019-24/01/2019;koko;7;10;10;6;ponctuel;1;0;03/01/2019;24/01/2019;21
2018;04/01/2019-25/01/2019;mato;1;1;1;6;ponctuel;1;0;04/01/2019;25/01/2019;21
2018;03/01/2019-24/01/2019;ndo;1;1;1;6;ponctuel;1;0;03/01/2019;24/01/2019;21
2018;04/01/2019-25/01/2019;noe;0;0;1;6;ponctuel;1;0;04/01/2019;25/01/2019;21
2018;03/01/2019-24/01/2019;petit koko;3;4;4;6;ponctuel;1;0;03/01/2019;24/01/2019;21
2018;03/01/2019-24/01/2019;totea;3;4;4;6;ponctuel;1;0;03/01/2019;24/01/2019;21
2018;03/01/2019-24/01/2019;uie;1;1;2;6;ponctuel;1;0;03/01/2019;24/01/2019;21
2018;04/01/2019-25/01/2019;uo;2;3;2;6;ponctuel;1;0;04/01/2019;25/01/2019;21
2018;01/11/2018-22/11/2018;RAPPROCHE_all;8;11;20;1;rapproche;11;0;01/11/2018;22/11/2018;21
2018;23/11/2018-29/11/2018;RAPPROCHE_all;19;19;38;2;rapproche;11;1;23/11/2018;29/11/2018;6
2018;30/11/2018-21/12/2018;RAPPROCHE_all;47;65;90;3;rapproche;11;1;30/11/2018;21/12/2018;21
2018;22/12/2018-10/01/2019;RAPPROCHE_all;65;86;121;4;rapproche;10;1;22/12/2018;10/01/2019;19
2019;02/01/2020-23/01/2020;mato;2;3;10;8;ponctuel;1;0;02/01/2020;23/01/2020;21
2019;06/11/2019-27/11/2019;atire;1;1;1;1;rapproche;1;0;06/11/2019;27/11/2019;21
2019;28/11/2019-04/12/2019;atire;2;2;9;2;rapproche;1;1;28/11/2019;04/12/2019;6
2019;06/11/2019-27/11/2019;nda;0;0;0;1;ponctuel;1;0;06/11/2019;27/11/2019;21
2019;28/11/2019-05/12/2019;nda;2;2;6;2;ponctuel;1;1;28/11/2019;05/12/2019;7
2019;01/01/2020-22/01/2020;ndo;11;15;16;8;ponctuel;1;0;01/01/2020;22/01/2020;21
2019;05/12/2019-10/12/2019;atire;4;4;15;3;rapproche;1;1;05/12/2019;10/12/2019;5
2019;11/12/2019-24/12/2019;atire;6;7;19;4;rapproche;1;1;11/12/2019;24/12/2019;13
2019;07/01/2020-28/01/2020;atire;5;7;7;9;rapproche;1;0;07/01/2020;28/01/2020;21
2019;07/11/2019-28/11/2019;gi;5;7;12;1;rapproche;1;0;07/11/2019;28/11/2019;21
2019;29/11/2019-05/12/2019;gi;1;1;2;2;rapproche;1;1;29/11/2019;05/12/2019;6
2019;12/12/2019-02/01/2020;gi;5;7;8;5;rapproche;1;0;12/12/2019;02/01/2020;21
2019;03/01/2020-09/01/2020;gi;0;0;1;6;rapproche;1;1;03/01/2020;09/01/2020;6
2019;10/01/2020-16/01/2020;gi;2;2;3;7;rapproche;1;0;10/01/2020;16/01/2020;6
2019;01/10/2019-14/10/2019;GLS_outseason;0;0;0;100;out_season;24;1;01/10/2019;14/10/2019;13
2019;15/10/2019-05/11/2019;GLS_outseason;0;0;0;101;out_season;24;1;15/10/2019;05/11/2019;21
2019;01/05/2020-22/05/2020;GLS_outseason;0;0;0;102;out_season;24;1;01/05/2020;22/05/2020;21
2019;23/05/2020-13/06/2020;GLS_outseason;0;0;0;103;out_season;24;1;23/05/2020;13/06/2020;21
2019;07/11/2019-28/11/2019;ieroue;0;0;0;1;rapproche;1;0;07/11/2019;28/11/2019;21
2019;29/11/2019-04/12/2019;ieroue;1;1;3;2;rapproche;1;1;29/11/2019;04/12/2019;5
2019;19/12/2019-09/01/2020;ieroue;1;1;9;6;rapproche;1;0;19/12/2019;09/01/2020;21
2019;10/01/2020-17/01/2020;ieroue;0;0;0;7;rapproche;1;0;10/01/2020;17/01/2020;7
2019;18/01/2020-29/01/2020;ieroue;1;1;1;9;rapproche;1;1;18/01/2020;29/01/2020;11
2019;06/11/2019-27/11/2019;kouare;0;0;0;1;rapproche;1;0;06/11/2019;27/11/2019;21
2019;28/11/2019-05/12/2019;kouare;0;0;4;2;rapproche;1;1;28/11/2019;05/12/2019;7
2019;13/12/2019-03/01/2020;kouare;2;3;3;5;rapproche;1;0;13/12/2019;03/01/2020;21
2019;04/01/2020-16/01/2020;kouare;2;2;2;7;rapproche;1;0;04/01/2020;16/01/2020;12
2019;17/01/2020-28/01/2020;kouare;0;0;1;9;rapproche;1;1;17/01/2020;28/01/2020;11
2019;07/11/2019-28/11/2019;nge;0;0;2;1;rapproche;1;0;07/11/2019;28/11/2019;21
2019;29/11/2019-05/12/2019;nge;6;6;12;2;rapproche;1;1;29/11/2019;05/12/2019;6
2019;12/12/2019-02/01/2020;nge;4;5;10;5;rapproche;1;0;12/12/2019;02/01/2020;21
2019;03/01/2020-16/01/2020;nge;2;2;4;7;rapproche;1;0;03/01/2020;16/01/2020;13
2019;17/01/2020-28/01/2020;nge;5;6;6;9;rapproche;1;1;17/01/2020;28/01/2020;11
2019;13/12/2019-03/01/2020;noe;0;0;0;5;rapproche;1;0;13/12/2019;03/01/2020;21
2019;04/01/2020-17/01/2020;noe;2;2;3;7;rapproche;1;0;04/01/2020;17/01/2020;13
2019;18/01/2020-29/01/2020;noe;1;1;4;9;rapproche;1;1;18/01/2020;29/01/2020;11
2019;13/12/2019-03/01/2020;puemba;4;5;4;5;rapproche;1;0;13/12/2019;03/01/2020;21
2019;04/01/2020-17/01/2020;puemba;0;0;3;7;rapproche;1;0;04/01/2020;17/01/2020;13
2019;18/01/2020-29/01/2020;puemba;2;2;2;9;rapproche;1;1;18/01/2020;29/01/2020;11
2019;07/11/2019-28/11/2019;redika;0;0;2;1;rapproche;1;0;07/11/2019;28/11/2019;21
2019;29/11/2019-04/12/2019;redika;0;0;5;2;rapproche;1;1;29/11/2019;04/12/2019;5
2019;12/12/2019-02/01/2020;redika;6;8;40;5;rapproche;1;0;12/12/2019;02/01/2020;21
2019;03/01/2020-16/01/2020;redika;6;7;7;7;rapproche;1;0;03/01/2020;16/01/2020;13
2019;17/01/2020-28/01/2020;redika;2;2;8;9;rapproche;1;1;17/01/2020;28/01/2020;11
2019;06/11/2019-27/11/2019;uaterembi;1;1;13;1;rapproche;1;0;06/11/2019;27/11/2019;21
2019;28/11/2019-05/12/2019;uaterembi;1;1;17;2;rapproche;1;1;28/11/2019;05/12/2019;7
2019;12/12/2019-02/01/2020;uaterembi;1;1;16;5;rapproche;1;0;12/12/2019;02/01/2020;21
2019;07/01/2020-28/01/2020;uaterembi;2;3;8;9;rapproche;1;0;07/01/2020;28/01/2020;21
2019;07/11/2019-28/11/2019;uatio;1;1;6;1;rapproche;1;0;07/11/2019;28/11/2019;21
2019;29/11/2019-05/12/2019;uatio;1;1;5;2;rapproche;1;1;29/11/2019;05/12/2019;6
2019;12/12/2019-02/01/2020;uatio;4;5;18;5;rapproche;1;0;12/12/2019;02/01/2020;21
2019;03/01/2020-16/01/2020;uatio;1;1;1;7;rapproche;1;0;03/01/2020;16/01/2020;13
2019;17/01/2020-28/01/2020;uatio;5;6;8;9;rapproche;1;1;17/01/2020;28/01/2020;11
2019;13/12/2019-03/01/2020;uie;5;7;13;5;rapproche;1;0;13/12/2019;03/01/2020;21
2019;04/01/2020-17/01/2020;uie;2;2;2;7;rapproche;1;0;04/01/2020;17/01/2020;13
2019;18/01/2020-29/01/2020;uie;1;1;3;9;rapproche;1;1;18/01/2020;29/01/2020;11
2019;13/12/2019-03/01/2020;uo;1;1;5;5;rapproche;1;0;13/12/2019;03/01/2020;21
2019;04/01/2020-17/01/2020;uo;1;1;1;7;rapproche;1;0;04/01/2020;17/01/2020;13
2019;18/01/2020-29/01/2020;uo;0;0;0;9;rapproche;1;1;18/01/2020;29/01/2020;11
